ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,1368.814,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,6110.966,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2024,14639.302,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2024,14853.007,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,270.854,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,1259.576,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,1306.577,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,551.906,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,3168.142,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2024,8295.952,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2024,14168.947,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,873.229,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,1819.907,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,1372.729,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,816.908,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,2942.823,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2024,6343.35,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2007,29325.129,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2006,29097.046,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2005,662.575,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Georgia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,21.353,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,HIES - Living Standards Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2017,26.856,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Gambia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2025,53.102,,,Repository: ILO-STATISTICS - Micro data processing
Guinea-Bissau,LFS - Integrated Regional Survey on Employment and Informal Sector,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2018,0.494,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Grenada,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2018,0.588,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Guyana,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2018,12.304,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2025,86.493,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2025,357.603,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2025,357.602,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2025,2791.535,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2025,2462.313,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2025,23.095,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2025,127.213,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2025,48.697,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2025,199.649,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2025,123.435,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2025,909.445,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Indonesia,LFS - National Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2023,1469.044,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2021,90.155,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,HIES - Household Socio-Economic Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2012,7613.335,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,LFS - Employment and Unemployment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2023,253.587,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2019,4459.621,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kiribati,HIES - Household Income and Expenditure Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2023,41.283,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2019,174.796,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2017,79.384,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lebanon,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2019,141.042,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2024,5649.397,,,Repository: ILO-STATISTICS - Micro data processing
Lesotho,LFS - Integrated Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,0.674,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Maldives,HIES - Household Income and Expenditure Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2016,7.787,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2026,60711.774,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,1737.849,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Marshall Islands,PC - Population Census,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2021,1.457,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
North Macedonia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2025,699.945,,,Repository: ILO-STATISTICS - Micro data processing
North Macedonia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2010,605.957,,,Repository: ILO-STATISTICS - Micro data processing
Mali,HIES - Harmonized Survey on Household Living Conditions,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2022,6748.249,,,Repository: ILO-STATISTICS - Micro data processing
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2020,22274.731,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,623.587,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,129.908,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,2242.833,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,1862.984,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,2042.223,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2020,15373.197,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2020,13137.423,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,278.241,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,49.234,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,954.273,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,892.986,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,1433.202,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2020,9529.488,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2020,9137.307,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,345.347,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,80.674,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,1288.559,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,969.998,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,609.021,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Myanmar,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2020,5843.709,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2009,35.391,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2008,899.802,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2008,6.156,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2008,22.711,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2008,6.404,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2008,76.471,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2008,49.743,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2008,738.316,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2008,466.052,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2008,1.873,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2008,6.446,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2008,2.783,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2008,48.841,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2008,20.641,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2008,385.468,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2008,433.75,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2008,4.283,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2008,16.265,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2008,3.62,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2008,27.63,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2008,29.102,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Mongolia,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2008,352.849,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Montserrat,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2020,2.489,,,Repository: ILO-STATISTICS - Micro data processing
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2024,4999.447,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,18.451,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,33.535,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,370.156,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,201.347,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,954.944,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2024,3421.016,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2024,2627.705,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,13.96,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,24.244,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,169.375,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,102.676,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,458.692,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2024,1858.757,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2024,2371.742,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,4.49,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,9.291,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,200.78,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,98.671,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,496.252,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Malawi,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2024,1562.258,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old
Nigeria,"LFS - Unemployment, Under-employment Watch",Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2024,93100.664,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2022,0.008,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Nepal,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2017,5190.242,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Naoero,PC - Population Census,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2021,4.451,,,Repository: ILO-STATISTICS - Micro data processing
Pakistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2025,77641.546,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Pakistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2025,853.948,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
